Subscriber ID,Show,Episodes Watched,Episode Length (m)
508,Mad Men,0.53,45
508,Weeds,0.27,30
508,Pony,0.13,30
508,Lorax,0.07,30
507,Walking Dead,3.13,40
507,Lost,1.38,45
507,Weeds,0.27,30
507,Mad Men,0.49,45
507,Pony,0.1,30
507,Lorax,0.07,30
506,Walking Dead,2.52,40
506,Lost,0.64,45
506,Weeds,0.37,30
506,Mad Men,0.67,45
506,Pony,0.07,30
506,Lorax,0.07,30
505,Walking Dead,3.08,40
505,Lost,1.22,45
505,Weeds,0.33,30
505,Mad Men,0.62,45
505,Pony,0.2,30
505,Lorax,0.17,30
504,Walking Dead,2.97,40
504,Lost,1.27,45
504,Mad Men,0.53,45
504,Weeds,0.27,30
504,Lorax,0.17,30
504,Pony,0.1,30
503,Walking Dead,2.88,40
503,Lost,1.09,45
503,Mad Men,0.76,45
503,Weeds,0.33,30
503,Lorax,0.23,30
503,Pony,0.17,30
502,Walking Dead,3,40
502,Lost,1.2,45
502,Pony,0.17,30
502,Lorax,0.17,30
502,Weeds,0.03,30
502,Mad Men,0,45
501,Walking Dead,2.93,40
501,Lost,1.07,45
501,Pony,0.2,30
501,Lorax,0.13,30
501,Mad Men,0.09,45
501,Weeds,0.03,30
500,Walking Dead,3.42,40
500,Lost,1.49,45
500,Lorax,0.2,30
500,Pony,0.17,30
500,Weeds,0.1,30
500,Mad Men,0.04,45
499,Walking Dead,2.88,40
499,Lost,1.11,45
499,Mad Men,0.58,45
499,Weeds,0.27,30
499,Pony,0.13,30
499,Lorax,0.13,30
498,Walking Dead,2.53,40
498,Lost,0.56,45
498,Lorax,0.13,30
498,Pony,0.1,30
498,Weeds,0.03,30
498,Mad Men,0,45
497,Walking Dead,3.13,40
497,Lost,1.27,45
497,Weeds,0.23,30
497,Pony,0.17,30
497,Mad Men,0.27,45
497,Lorax,0.13,30
496,Walking Dead,2.8,40
496,Lost,0.89,45
496,Weeds,0.23,30
496,Pony,0.2,30
496,Lorax,0.17,30
496,Mad Men,0.31,45
495,Walking Dead,2.98,40
495,Lost,1.13,45
495,Weeds,0.2,30
495,Mad Men,0.31,45
495,Pony,0.13,30
495,Lorax,0.13,30
494,Walking Dead,3,40
494,Lost,1.24,45
494,Weeds,0.47,30
494,Mad Men,0.8,45
494,Lorax,0.13,30
494,Pony,0.07,30
493,Walking Dead,2.72,40
493,Lost,0.78,45
493,Pony,0.27,30
493,Lorax,0.17,30
493,Mad Men,0.04,45
493,Weeds,0,30
492,Walking Dead,3.12,40
492,Lost,1.38,45
492,Weeds,0.13,30
492,Pony,0.13,30
492,Lorax,0.13,30
492,Mad Men,0,45
491,Walking Dead,2.97,40
491,Lost,1.18,45
491,Mad Men,0.53,45
491,Weeds,0.27,30
491,Lorax,0.2,30
491,Pony,0.07,30
490,Walking Dead,2.97,40
490,Lost,1.11,45
490,Weeds,0.23,30
490,Mad Men,0.22,45
490,Pony,0.1,30
490,Lorax,0.07,30
489,Walking Dead,3.1,40
489,Lost,1.36,45
489,Weeds,0.13,30
489,Mad Men,0.18,45
489,Pony,0.03,30
489,Lorax,0.03,30
488,Walking Dead,2.82,40
488,Lost,0.96,45
488,Weeds,0.3,30
488,Mad Men,0.58,45
488,Pony,0.1,30
488,Lorax,0.1,30
487,Walking Dead,3.17,40
487,Lost,1.18,45
487,Lorax,0.17,30
487,Pony,0.13,30
487,Weeds,0.1,30
487,Mad Men,0.13,45
486,Walking Dead,2.62,40
486,Lost,0.71,45
486,Pony,0.17,30
486,Lorax,0.1,30
486,Weeds,0.07,30
486,Mad Men,0,45
485,Walking Dead,2.67,40
485,Lost,0.67,45
485,Weeds,0.17,30
485,Pony,0.1,30
485,Lorax,0.1,30
485,Mad Men,0,45
484,Walking Dead,2.88,40
484,Lost,0.96,45
484,Weeds,0.3,30
484,Mad Men,0.53,45
484,Lorax,0.17,30
484,Pony,0.07,30
483,Walking Dead,3.28,40
483,Lost,1.38,45
483,Lorax,0.13,30
483,Weeds,0.1,30
483,Pony,0.07,30
483,Mad Men,0.09,45
482,Walking Dead,3.05,40
482,Lost,1.16,45
482,Mad Men,0.53,45
482,Weeds,0.27,30
482,Pony,0.1,30
482,Lorax,0.03,30
481,Walking Dead,2.85,40
481,Lost,1,45
481,Weeds,0.17,30
481,Mad Men,0.22,45
481,Lorax,0.07,30
481,Pony,0,30
480,Walking Dead,3.05,40
480,Lost,1.29,45
480,Weeds,0.43,30
480,Mad Men,0.67,45
480,Pony,0.03,30
480,Lorax,0.03,30
479,Walking Dead,3.27,40
479,Lost,1.53,45
479,Mad Men,0.67,45
479,Weeds,0.3,30
479,Lorax,0.17,30
479,Pony,0.13,30
478,Walking Dead,3.17,40
478,Lost,1.27,45
478,Weeds,0.23,30
478,Mad Men,0.13,45
478,Pony,0.07,30
478,Lorax,0.03,30
477,Walking Dead,2.93,40
477,Lost,1,45
477,Weeds,0.13,30
477,Mad Men,0.22,45
477,Pony,0.1,30
477,Lorax,0.07,30
476,Walking Dead,3.42,40
476,Lost,1.56,45
476,Pony,0.17,30
476,Lorax,0.13,30
476,Weeds,0.1,30
476,Mad Men,0.18,45
475,Walking Dead,2.52,40
475,Lost,0.69,45
475,Mad Men,0.62,45
475,Weeds,0.3,30
475,Pony,0.1,30
475,Lorax,0.07,30
474,Walking Dead,2.58,40
474,Lost,0.73,45
474,Mad Men,0.62,45
474,Weeds,0.3,30
474,Pony,0.17,30
474,Lorax,0.13,30
473,Walking Dead,3.27,40
473,Lost,1.53,45
473,Pony,0.2,30
473,Lorax,0.13,30
473,Weeds,0.07,30
473,Mad Men,0,45
472,Walking Dead,2.87,40
472,Lost,1.02,45
472,Weeds,0.23,30
472,Mad Men,0.22,45
472,Pony,0.03,30
472,Lorax,0.03,30
471,Walking Dead,3.6,40
471,Lost,1.82,45
471,Lorax,0.17,30
471,Weeds,0.13,30
471,Pony,0.13,30
471,Mad Men,0,45
470,Walking Dead,3.2,40
470,Lost,1.58,45
470,Weeds,0.2,30
470,Mad Men,0.36,45
470,Pony,0.17,30
470,Lorax,0.1,30
469,Walking Dead,3.25,40
469,Lost,1.31,45
469,Pony,0.17,30
469,Weeds,0.13,30
469,Lorax,0.13,30
469,Mad Men,0.04,45
468,Walking Dead,3.18,40
468,Lost,1.44,45
468,Weeds,0.17,30
468,Mad Men,0.22,45
468,Pony,0.07,30
468,Lorax,0.07,30
467,Walking Dead,2.9,40
467,Lost,1.2,45
467,Weeds,0.3,30
467,Mad Men,0.49,45
467,Pony,0.1,30
467,Lorax,0.1,30
466,Walking Dead,2.87,40
466,Lost,0.96,45
466,Weeds,0.37,30
466,Mad Men,0.71,45
466,Pony,0,30
466,Lorax,0,30
465,Walking Dead,2.93,40
465,Lost,1.11,45
465,Lorax,0.33,30
465,Mad Men,0.4,45
465,Weeds,0.2,30
465,Pony,0.17,30
464,Walking Dead,2.62,40
464,Lost,0.71,45
464,Pony,0.2,30
464,Weeds,0.17,30
464,Lorax,0.1,30
464,Mad Men,0.13,45
463,Walking Dead,2.87,40
463,Lost,1.07,45
463,Mad Men,0.49,45
463,Weeds,0.23,30
463,Pony,0.07,30
463,Lorax,0.03,30
462,Walking Dead,2.83,40
462,Lost,1,45
462,Pony,0.27,30
462,Lorax,0.2,30
462,Weeds,0.1,30
462,Mad Men,0.18,45
461,Walking Dead,3.22,40
461,Lost,1.36,45
461,Weeds,0.2,30
461,Lorax,0.17,30
461,Pony,0.1,30
461,Mad Men,0.13,45
460,Walking Dead,2.75,40
460,Lost,0.91,45
460,Weeds,0.3,30
460,Mad Men,0.58,45
460,Pony,0.17,30
460,Lorax,0.13,30
459,Walking Dead,2.72,40
459,Lost,0.87,45
459,Weeds,0.3,30
459,Mad Men,0.49,45
459,Pony,0.03,30
459,Lorax,0,30
458,Walking Dead,2.83,40
458,Lost,0.8,45
458,Weeds,0.17,30
458,Pony,0.17,30
458,Lorax,0.17,30
458,Mad Men,0,45
457,Walking Dead,2.87,40
457,Lost,1.11,45
457,Weeds,0.23,30
457,Mad Men,0.36,45
457,Lorax,0.17,30
457,Pony,0.13,30
456,Walking Dead,2.78,40
456,Lost,0.96,45
456,Weeds,0.17,30
456,Lorax,0.13,30
456,Mad Men,0.13,45
456,Pony,0.07,30
455,Walking Dead,3.68,40
455,Lost,1.78,45
455,Weeds,0.23,30
455,Mad Men,0.4,45
455,Lorax,0.17,30
455,Pony,0.07,30
454,Walking Dead,3,40
454,Lost,1.09,45
454,Weeds,0.37,30
454,Mad Men,0.67,45
454,Lorax,0.23,30
454,Pony,0.2,30
453,Walking Dead,3.33,40
453,Lost,1.44,45
453,Lorax,0.13,30
453,Weeds,0.1,30
453,Mad Men,0.18,45
453,Pony,0.07,30
452,Walking Dead,3.83,40
452,Lost,2.09,45
452,Pony,0.2,30
452,Weeds,0.1,30
452,Lorax,0.1,30
452,Mad Men,0.13,45
451,Walking Dead,3.25,40
451,Lost,1.4,45
451,Weeds,0.3,30
451,Mad Men,0.49,45
451,Pony,0.1,30
451,Lorax,0.07,30
450,Walking Dead,3.15,40
450,Lost,1.16,45
450,Lorax,0.23,30
450,Weeds,0.17,30
450,Pony,0.13,30
450,Mad Men,0.22,45
449,Walking Dead,2.8,40
449,Lost,1.16,45
449,Lorax,0.23,30
449,Mad Men,0.22,45
449,Weeds,0.1,30
449,Pony,0.1,30
448,Walking Dead,3.23,40
448,Lost,1.42,45
448,Pony,0.1,30
448,Weeds,0.07,30
448,Lorax,0.03,30
448,Mad Men,0.04,45
447,Walking Dead,3.12,40
447,Lost,1.24,45
447,Weeds,0.3,30
447,Mad Men,0.22,45
447,Pony,0.1,30
447,Lorax,0.1,30
446,Walking Dead,3.38,40
446,Lost,1.53,45
446,Mad Men,0.36,45
446,Weeds,0.17,30
446,Pony,0.1,30
446,Lorax,0.07,30
445,Walking Dead,2.73,40
445,Lost,0.8,45
445,Weeds,0.13,30
445,Pony,0.13,30
445,Lorax,0.1,30
445,Mad Men,0.13,45
444,Walking Dead,2.85,40
444,Lost,1.16,45
444,Pony,0.13,30
444,Lorax,0.13,30
444,Weeds,0.07,30
444,Mad Men,0.09,45
443,Walking Dead,2.97,40
443,Lost,1.11,45
443,Mad Men,0.49,45
443,Weeds,0.23,30
443,Lorax,0.2,30
443,Pony,0.1,30
442,Walking Dead,2.75,40
442,Lost,0.96,45
442,Weeds,0.27,30
442,Mad Men,0.49,45
442,Lorax,0.1,30
442,Pony,0.07,30
441,Walking Dead,2.95,40
441,Lost,0.98,45
441,Weeds,0.23,30
441,Mad Men,0.31,45
441,Pony,0.1,30
441,Lorax,0.07,30
440,Walking Dead,3.23,40
440,Lost,1.4,45
440,Weeds,0.27,30
440,Mad Men,0.44,45
440,Pony,0.13,30
440,Lorax,0.13,30
439,Walking Dead,2.83,40
439,Lost,1.09,45
439,Weeds,0.57,30
439,Mad Men,1.02,45
439,Pony,0.13,30
439,Lorax,0.1,30
438,Walking Dead,2.87,40
438,Lost,1.07,45
438,Weeds,0.2,30
438,Mad Men,0.31,45
438,Pony,0.1,30
438,Lorax,0.07,30
437,Walking Dead,2.63,40
437,Lost,0.87,45
437,Weeds,0.47,30
437,Mad Men,0.84,45
437,Pony,0.13,30
437,Lorax,0.13,30
436,Walking Dead,2.95,40
436,Lost,1.18,45
436,Weeds,0.23,30
436,Lorax,0.2,30
436,Mad Men,0.22,45
436,Pony,0.1,30
435,Walking Dead,3.02,40
435,Lost,1.22,45
435,Mad Men,0.18,45
435,Weeds,0.07,30
435,Pony,0.07,30
435,Lorax,0.03,30
434,Walking Dead,3.13,40
434,Lost,1.38,45
434,Weeds,0.17,30
434,Lorax,0.17,30
434,Mad Men,0.22,45
434,Pony,0.1,30
433,Walking Dead,3,40
433,Lost,1.13,45
433,Weeds,0.27,30
433,Mad Men,0.49,45
433,Pony,0.13,30
433,Lorax,0.1,30
432,Walking Dead,3.1,40
432,Lost,1.11,45
432,Pony,0.13,30
432,Lorax,0.07,30
432,Weeds,0.03,30
432,Mad Men,0,45
431,Walking Dead,3.2,40
431,Lost,1.29,45
431,Weeds,0.33,30
431,Pony,0.23,30
431,Mad Men,0.44,45
431,Lorax,0.13,30
430,Walking Dead,3.57,40
430,Lost,1.78,45
430,Weeds,0.2,30
430,Lorax,0.2,30
430,Mad Men,0.27,45
430,Pony,0.13,30
429,Walking Dead,2.92,40
429,Lost,1.11,45
429,Lorax,0.23,30
429,Pony,0.2,30
429,Weeds,0.1,30
429,Mad Men,0.13,45
428,Walking Dead,2.83,40
428,Lost,1,45
428,Pony,0.2,30
428,Lorax,0.17,30
428,Weeds,0.13,30
428,Mad Men,0.13,45
427,Walking Dead,3.38,40
427,Lost,1.44,45
427,Weeds,0.17,30
427,Lorax,0.17,30
427,Pony,0.1,30
427,Mad Men,0.13,45
426,Walking Dead,3.38,40
426,Lost,1.58,45
426,Weeds,0.1,30
426,Pony,0.03,30
426,Lorax,0.03,30
426,Mad Men,0,45
425,Walking Dead,2.93,40
425,Lost,1.07,45
425,Weeds,0.33,30
425,Mad Men,0.58,45
425,Pony,0.17,30
425,Lorax,0.13,30
424,Walking Dead,2.77,40
424,Lost,0.84,45
424,Pony,0.17,30
424,Weeds,0.1,30
424,Lorax,0.1,30
424,Mad Men,0,45
423,Walking Dead,3.22,40
423,Lost,1.4,45
423,Weeds,0.27,30
423,Pony,0.23,30
423,Mad Men,0.44,45
423,Lorax,0.13,30
422,Walking Dead,3.03,40
422,Lost,1.09,45
422,Lorax,0.17,30
422,Weeds,0.13,30
422,Pony,0.13,30
422,Mad Men,0.13,45
421,Walking Dead,2.68,40
421,Lost,0.69,45
421,Pony,0.23,30
421,Weeds,0.2,30
421,Mad Men,0.36,45
421,Lorax,0.17,30
420,Walking Dead,2.37,40
420,Lost,0.56,45
420,Weeds,0.4,30
420,Mad Men,0.71,45
420,Pony,0.2,30
420,Lorax,0.2,30
419,Walking Dead,2.72,40
419,Lost,0.82,45
419,Weeds,0.47,30
419,Mad Men,0.8,45
419,Pony,0.23,30
419,Lorax,0.13,30
418,Walking Dead,3,40
418,Lost,1.04,45
418,Weeds,0.07,30
418,Pony,0.07,30
418,Lorax,0.07,30
418,Mad Men,0.04,45
417,Walking Dead,3.12,40
417,Lost,1.13,45
417,Lorax,0.2,30
417,Weeds,0.1,30
417,Pony,0.07,30
417,Mad Men,0.09,45
416,Walking Dead,2.68,40
416,Lost,0.98,45
416,Weeds,0.37,30
416,Mad Men,0.67,45
416,Pony,0.17,30
416,Lorax,0.1,30
415,Walking Dead,3.28,40
415,Lost,1.49,45
415,Weeds,0.07,30
415,Lorax,0.07,30
415,Pony,0.03,30
415,Mad Men,0.04,45
414,Walking Dead,2.6,40
414,Lost,0.8,45
414,Pony,0.27,30
414,Lorax,0.17,30
414,Weeds,0.07,30
414,Mad Men,0.09,45
413,Walking Dead,3.42,40
413,Lost,1.51,45
413,Pony,0.1,30
413,Lorax,0.07,30
413,Weeds,0.03,30
413,Mad Men,0,45
412,Walking Dead,3.3,40
412,Lost,1.4,45
412,Lorax,0.07,30
412,Weeds,0.03,30
412,Pony,0.03,30
412,Mad Men,0,45
411,Walking Dead,3.23,40
411,Lost,1.29,45
411,Pony,0.13,30
411,Lorax,0.1,30
411,Weeds,0.03,30
411,Mad Men,0,45
410,Walking Dead,3.27,40
410,Lost,1.47,45
410,Mad Men,0.53,45
410,Weeds,0.27,30
410,Lorax,0.13,30
410,Pony,0.03,30
409,Walking Dead,2.95,40
409,Lost,1.09,45
409,Pony,0.17,30
409,Weeds,0.1,30
409,Lorax,0.1,30
409,Mad Men,0.13,45
408,Walking Dead,2.77,40
408,Lost,0.8,45
408,Weeds,0.23,30
408,Mad Men,0.31,45
408,Pony,0.1,30
408,Lorax,0.03,30
407,Walking Dead,2.43,40
407,Lost,0.47,45
407,Pony,0.27,30
407,Lorax,0.17,30
407,Weeds,0.07,30
407,Mad Men,0.09,45
406,Walking Dead,3.17,40
406,Lost,1.31,45
406,Weeds,0.13,30
406,Pony,0.1,30
406,Lorax,0.07,30
406,Mad Men,0.04,45
405,Walking Dead,2.87,40
405,Lost,1,45
405,Weeds,0.1,30
405,Pony,0.1,30
405,Lorax,0.1,30
405,Mad Men,0,45
404,Walking Dead,2.7,40
404,Lost,0.8,45
404,Lorax,0.2,30
404,Weeds,0.07,30
404,Pony,0.07,30
404,Mad Men,0.04,45
403,Walking Dead,3.22,40
403,Lost,1.24,45
403,Weeds,0.33,30
403,Pony,0.27,30
403,Lorax,0.23,30
403,Mad Men,0.4,45
402,Walking Dead,3.17,40
402,Lost,1.49,45
402,Weeds,0.37,30
402,Mad Men,0.58,45
402,Pony,0.2,30
402,Lorax,0.1,30
401,Walking Dead,2.92,40
401,Lost,1.16,45
401,Pony,0.33,30
401,Lorax,0.23,30
401,Weeds,0.17,30
401,Mad Men,0.31,45
400,Walking Dead,3.13,40
400,Lost,1.27,45
400,Pony,0.13,30
400,Lorax,0.13,30
400,Weeds,0.1,30
400,Mad Men,0.18,45
399,Walking Dead,3.37,40
399,Lost,1.49,45
399,Weeds,0.13,30
399,Lorax,0.13,30
399,Pony,0.1,30
399,Mad Men,0.04,45
398,Walking Dead,3.05,40
398,Lost,1.2,45
398,Weeds,0.27,30
398,Mad Men,0.36,45
398,Pony,0.1,30
398,Lorax,0.03,30
397,Walking Dead,2.85,40
397,Lost,1.04,45
397,Mad Men,0.4,45
397,Weeds,0.2,30
397,Pony,0.17,30
397,Lorax,0.13,30
396,Walking Dead,3.27,40
396,Lost,1.33,45
396,Lorax,0.17,30
396,Pony,0.1,30
396,Mad Men,0,45
396,Weeds,0,30
395,Walking Dead,2.97,40
395,Lost,1.24,45
395,Lorax,0.13,30
395,Pony,0.07,30
395,Weeds,0.03,30
395,Mad Men,0,45
394,Walking Dead,3.2,40
394,Lost,1.31,45
394,Weeds,0.37,30
394,Pony,0.23,30
394,Mad Men,0.36,45
394,Lorax,0.13,30
393,Walking Dead,2.92,40
393,Lost,1.02,45
393,Pony,0.13,30
393,Lorax,0.1,30
393,Mad Men,0,45
393,Weeds,0,30
392,Walking Dead,2.47,40
392,Lost,0.64,45
392,Weeds,0.3,30
392,Mad Men,0.49,45
392,Pony,0.03,30
392,Lorax,0.03,30
391,Walking Dead,2.67,40
391,Lost,0.78,45
391,Pony,0.13,30
391,Mad Men,0.13,45
391,Weeds,0.07,30
391,Lorax,0.07,30
390,Walking Dead,2.93,40
390,Lost,1.09,45
390,Pony,0.1,30
390,Lorax,0.1,30
390,Weeds,0.07,30
390,Mad Men,0.09,45
389,Walking Dead,2.92,40
389,Lost,1.02,45
389,Weeds,0.4,30
389,Mad Men,0.58,45
389,Pony,0.23,30
389,Lorax,0.1,30
388,Walking Dead,2.77,40
388,Lost,0.93,45
388,Weeds,0.33,30
388,Mad Men,0.62,45
388,Pony,0.27,30
388,Lorax,0.17,30
387,Walking Dead,3.35,40
387,Lost,1.47,45
387,Weeds,0.2,30
387,Mad Men,0.31,45
387,Lorax,0.07,30
387,Pony,0.03,30
386,Walking Dead,2.95,40
386,Lost,1.11,45
386,Weeds,0.2,30
386,Pony,0.17,30
386,Mad Men,0.27,45
386,Lorax,0.07,30
385,Walking Dead,3,40
385,Lost,1.07,45
385,Pony,0.1,30
385,Lorax,0.07,30
385,Weeds,0.03,30
385,Mad Men,0,45
384,Walking Dead,3.25,40
384,Lost,1.38,45
384,Weeds,0.2,30
384,Mad Men,0.27,45
384,Pony,0.07,30
384,Lorax,0.03,30
383,Walking Dead,2.87,40
383,Lost,1,45
383,Mad Men,0.49,45
383,Weeds,0.23,30
383,Pony,0.1,30
383,Lorax,0.07,30
382,Walking Dead,2.77,40
382,Lost,0.89,45
382,Weeds,0.23,30
382,Mad Men,0.4,45
382,Pony,0.17,30
382,Lorax,0.1,30
381,Walking Dead,3.28,40
381,Lost,1.33,45
381,Pony,0.23,30
381,Lorax,0.17,30
381,Weeds,0.07,30
381,Mad Men,0,45
380,Walking Dead,2.43,40
380,Lost,0.6,45
380,Weeds,0.4,30
380,Mad Men,0.71,45
380,Pony,0.23,30
380,Lorax,0.17,30
379,Walking Dead,2.9,40
379,Lost,1.09,45
379,Pony,0.17,30
379,Lorax,0.1,30
379,Weeds,0.07,30
379,Mad Men,0,45
378,Walking Dead,3.12,40
378,Lost,1.36,45
378,Weeds,0.4,30
378,Mad Men,0.67,45
378,Pony,0.2,30
378,Lorax,0.13,30
377,Walking Dead,3.2,40
377,Lost,1.42,45
377,Weeds,0.1,30
377,Pony,0.07,30
377,Lorax,0.07,30
377,Mad Men,0,45
376,Walking Dead,2.82,40
376,Lost,0.91,45
376,Weeds,0.23,30
376,Mad Men,0.44,45
376,Pony,0.17,30
376,Lorax,0.07,30
375,Walking Dead,3,40
375,Lost,1.18,45
375,Pony,0.13,30
375,Lorax,0.13,30
375,Weeds,0.1,30
375,Mad Men,0,45
374,Walking Dead,3.05,40
374,Lost,1.33,45
374,Weeds,0.4,30
374,Mad Men,0.67,45
374,Lorax,0.17,30
374,Pony,0.13,30
373,Walking Dead,3.47,40
373,Lost,1.73,45
373,Pony,0.2,30
373,Mad Men,0.27,45
373,Weeds,0.13,30
373,Lorax,0.13,30
372,Walking Dead,3.02,40
372,Lost,1.04,45
372,Weeds,0.27,30
372,Mad Men,0.31,45
372,Lorax,0.13,30
372,Pony,0.1,30
371,Walking Dead,3.5,40
371,Lost,1.71,45
371,Lorax,0.2,30
371,Pony,0.17,30
371,Mad Men,0,45
371,Weeds,0,30
370,Walking Dead,2.75,40
370,Lost,0.93,45
370,Lorax,0.17,30
370,Weeds,0.07,30
370,Pony,0.07,30
370,Mad Men,0.04,45
369,Walking Dead,3.07,40
369,Lost,1.11,45
369,Pony,0.13,30
369,Lorax,0.13,30
369,Weeds,0.1,30
369,Mad Men,0,45
368,Walking Dead,3.03,40
368,Lost,1.24,45
368,Weeds,0.27,30
368,Lorax,0.23,30
368,Mad Men,0.4,45
368,Pony,0.2,30
367,Walking Dead,2.98,40
367,Lost,1.11,45
367,Mad Men,0.31,45
367,Weeds,0.13,30
367,Pony,0.1,30
367,Lorax,0.07,30
366,Walking Dead,2.93,40
366,Lost,1.04,45
366,Weeds,0.13,30
366,Mad Men,0.22,45
366,Lorax,0.1,30
366,Pony,0.07,30
365,Walking Dead,3.02,40
365,Lost,1.27,45
365,Weeds,0.17,30
365,Mad Men,0.31,45
365,Lorax,0.1,30
365,Pony,0.07,30
364,Walking Dead,3.03,40
364,Lost,1.16,45
364,Mad Men,0.49,45
364,Weeds,0.23,30
364,Pony,0.23,30
364,Lorax,0.17,30
363,Walking Dead,2.95,40
363,Lost,1.02,45
363,Weeds,0.3,30
363,Mad Men,0.4,45
363,Lorax,0.13,30
363,Pony,0.07,30
362,Walking Dead,2.77,40
362,Lost,0.82,45
362,Weeds,0.17,30
362,Mad Men,0.13,45
362,Pony,0.03,30
362,Lorax,0,30
361,Walking Dead,3.23,40
361,Lost,1.33,45
361,Pony,0.2,30
361,Lorax,0.2,30
361,Weeds,0.03,30
361,Mad Men,0,45
360,Walking Dead,3.07,40
360,Lost,1.16,45
360,Lorax,0.3,30
360,Weeds,0.2,30
360,Pony,0.2,30
360,Mad Men,0.27,45
359,Walking Dead,3.18,40
359,Lost,1.33,45
359,Pony,0.23,30
359,Lorax,0.2,30
359,Weeds,0.07,30
359,Mad Men,0.09,45
358,Walking Dead,3.2,40
358,Lost,1.29,45
358,Pony,0.17,30
358,Lorax,0.13,30
358,Mad Men,0.22,45
358,Weeds,0.1,30
357,Walking Dead,3.22,40
357,Lost,1.42,45
357,Pony,0.2,30
357,Lorax,0.17,30
357,Mad Men,0.09,45
357,Weeds,0.03,30
356,Walking Dead,2.62,40
356,Lost,0.8,45
356,Weeds,0.37,30
356,Mad Men,0.67,45
356,Lorax,0.1,30
356,Pony,0.07,30
355,Walking Dead,3.13,40
355,Lost,1.47,45
355,Mad Men,0.76,45
355,Weeds,0.37,30
355,Pony,0.13,30
355,Lorax,0.13,30
354,Walking Dead,3.17,40
354,Lost,1.38,45
354,Weeds,0.2,30
354,Pony,0.2,30
354,Mad Men,0.27,45
354,Lorax,0.13,30
353,Walking Dead,2.85,40
353,Lost,0.98,45
353,Weeds,0.2,30
353,Mad Men,0.22,45
353,Pony,0.1,30
353,Lorax,0.03,30
352,Walking Dead,3.02,40
352,Lost,1.31,45
352,Weeds,0.23,30
352,Mad Men,0.4,45
352,Pony,0.1,30
352,Lorax,0.1,30
351,Walking Dead,2.87,40
351,Lost,1.04,45
351,Weeds,0.27,30
351,Mad Men,0.49,45
351,Lorax,0.17,30
351,Pony,0.1,30
350,Walking Dead,2.93,40
350,Lost,0.98,45
350,Weeds,0.17,30
350,Mad Men,0.27,45
350,Lorax,0.13,30
350,Pony,0.07,30
349,Walking Dead,2.98,40
349,Lost,1.18,45
349,Weeds,0.23,30
349,Mad Men,0.31,45
349,Pony,0.1,30
349,Lorax,0.1,30
348,Walking Dead,3.32,40
348,Lost,1.36,45
348,Weeds,0.27,30
348,Mad Men,0.27,45
348,Pony,0.1,30
348,Lorax,0.03,30
347,Walking Dead,3.2,40
347,Lost,1.36,45
347,Lorax,0.2,30
347,Pony,0.13,30
347,Weeds,0.1,30
347,Mad Men,0,45
346,Walking Dead,3.05,40
346,Lost,1.29,45
346,Weeds,0.27,30
346,Mad Men,0.44,45
346,Pony,0.17,30
346,Lorax,0.1,30
345,Walking Dead,2.67,40
345,Lost,0.89,45
345,Weeds,0.23,30
345,Mad Men,0.36,45
345,Pony,0.17,30
345,Lorax,0.1,30
344,Walking Dead,3.3,40
344,Lost,1.47,45
344,Weeds,0.33,30
344,Pony,0.27,30
344,Mad Men,0.4,45
344,Lorax,0.17,30
343,Walking Dead,3.02,40
343,Lost,1.11,45
343,Weeds,0.3,30
343,Mad Men,0.4,45
343,Pony,0.13,30
343,Lorax,0.1,30
342,Walking Dead,3.13,40
342,Lost,1.27,45
342,Weeds,0.13,30
342,Lorax,0.03,30
342,Mad Men,0,45
342,Pony,0,30
341,Walking Dead,2.65,40
341,Lost,0.62,45
341,Weeds,0.2,30
341,Lorax,0.1,30
341,Mad Men,0.09,45
341,Pony,0.03,30
340,Walking Dead,3,40
340,Lost,1.22,45
340,Lorax,0.27,30
340,Pony,0.2,30
340,Weeds,0.03,30
340,Mad Men,0,45
339,Walking Dead,3.6,40
339,Lost,1.73,45
339,Weeds,0.23,30
339,Pony,0.13,30
339,Mad Men,0.22,45
339,Lorax,0.07,30
338,Walking Dead,3,40
338,Lost,1.16,45
338,Mad Men,0.53,45
338,Weeds,0.23,30
338,Lorax,0.23,30
338,Pony,0.13,30
337,Walking Dead,3.05,40
337,Lost,1.09,45
337,Weeds,0.2,30
337,Mad Men,0.31,45
337,Lorax,0.13,30
337,Pony,0.1,30
336,Walking Dead,2.78,40
336,Lost,0.89,45
336,Weeds,0.33,30
336,Pony,0.33,30
336,Mad Men,0.53,45
336,Lorax,0.2,30
335,Walking Dead,2.93,40
335,Lost,1.02,45
335,Pony,0.27,30
335,Lorax,0.17,30
335,Weeds,0.07,30
335,Mad Men,0,45
334,Walking Dead,3.2,40
334,Lost,1.33,45
334,Weeds,0.27,30
334,Pony,0.27,30
334,Lorax,0.23,30
334,Mad Men,0.31,45
333,Walking Dead,3.23,40
333,Lost,1.44,45
333,Weeds,0.23,30
333,Lorax,0.17,30
333,Mad Men,0.31,45
333,Pony,0.13,30
332,Walking Dead,3.12,40
332,Lost,1.16,45
332,Weeds,0.2,30
332,Mad Men,0.27,45
332,Pony,0.13,30
332,Lorax,0.13,30
331,Walking Dead,3.02,40
331,Lost,1.04,45
331,Weeds,0.2,30
331,Pony,0.1,30
331,Mad Men,0.13,45
331,Lorax,0.07,30
330,Walking Dead,3.02,40
330,Lost,1.16,45
330,Weeds,0.2,30
